brand,model,form_factor,frequency_response,has_microphone,is_wireless,type,color,price
Denon,AH-D7100,Circumaural,"{'min': 5.0, 'max': 45000.0, 'default': None}",False,False,Closed,Multicolor,"['USD', '0.00']"
Denon,AH-NCW500BK,Supra-aural,"{'min': 5.0, 'max': 37000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Denon,AH-NCW500SR,Supra-aural,"{'min': 5.0, 'max': 37000.0, 'default': None}",False,False,Closed,Silver / Beige,"['USD', '0.00']"
Denon,AH-W150BU,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,True,Closed,Blue / Silver,"['USD', '0.00']"
Denon,AH-W150PK,Earbud,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,True,Closed,Pink,"['USD', '0.00']"
Denon,AH-W200,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,True,Closed,Black / Silver,"['USD', '0.00']"
Denon,AHC260R,In Ear,"{'min': 20.0, 'max': 23000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Denon,AHD310R,Circumaural,,False,False,Closed,Black,"['USD', '69.95']"
Denon,AHD510R,Circumaural,,False,False,Closed,Black,"['USD', '0.00']"
Denon,AHW150BK,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,True,Closed,Black / Silver,"['USD', '0.00']"
Denon,AHW150YW,In Ear,"{'min': 5.0, 'max': 25000.0, 'default': None}",False,True,Closed,Yellow / Gray,"['USD', '0.00']"
Denon,DEN-HP1000,Circumaural,"{'min': 5.0, 'max': 33000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Ergoguys,2800-BL,Supra-aural,"{'min': 20.0, 'max': 19000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '16.99']"
Ergoguys,2800-RD,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Red,"['USD', '18.09']"
Ergoguys,2810-PA,Circumaural,"{'min': 20.0, 'max': 19000.0, 'default': None}",False,False,Closed,Multicolor,"['USD', '0.00']"
Ergoguys,2810-TI,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Orange,"['USD', '0.00']"
Ergoguys,2924AVPS,Circumaural,"{'min': 40.0, 'max': 18000.0, 'default': None}",False,False,Closed,Black / White,"['USD', '19.19']"
Ergoguys,3064AV-USB,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '21.95']"
Ergoguys,3066AV,Circumaural,"{'min': 20.0, 'max': 19000.0, 'default': None}",True,False,Closed,Black / White,"['USD', '0.00']"
Ergoguys,3068A-V,Circumaural,,False,False,Closed,Black,"['USD', '0.00']"
Ergoguys,HPK-1550,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '32.21']"
Etekcity,Scroll H5GX,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Etymotic Research,ER23-HF3-BLACK-I,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '80.37']"
Etymotic Research,ER3 Extended Response,In Ear,"{'min': 20.0, 'max': 16000.0, 'default': None}",False,False,Closed,,"['USD', '99.95']"
Etymotic Research,ER3 Studio Edition,In Ear,"{'min': 20.0, 'max': 16000.0, 'default': None}",False,False,Closed,,"['USD', '139.71']"
Etymotic Research,ER4 Extended Response,In Ear,"{'min': 20.0, 'max': 16000.0, 'default': None}",False,False,Closed,,"['USD', '299.95']"
Etymotic Research,ER4 Studio Reference,In Ear,"{'min': 20.0, 'max': 16000.0, 'default': None}",False,False,Closed,,"['USD', '279.95']"
Etymotic Research,ER4P,In Ear,"{'min': 20.0, 'max': 16000.0, 'default': None}",False,False,Closed,Black / White,"['USD', '0.00']"
Etymotic Research,ER7-MC3-BLACK-I,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Etymotic Research,Ety Kids 3,In Ear,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Etymotic Research,HF2,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",True,False,Closed,Blue / White,"['USD', '0.00']"
Etymotic Research,HF2,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",True,False,Closed,Black / White,"['USD', '0.00']"
Etymotic Research,hf3,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",True,False,Closed,Blue / White,"['USD', '0.00']"
Etymotic Research,mc3,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Etymotic Research,mc3,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '0.00']"
Etymotic Research,mc5,In Ear,"{'min': 20.0, 'max': 15000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
FNATIC,REACT,Circumaural,"{'min': 20.0, 'max': 40000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '61.98']"
Feenix,Aria,Circumaural,"{'min': 10.0, 'max': 26000.0, 'default': None}",False,False,Closed,Brown / Black,"['USD', '0.00']"
Feenix,Aria,Circumaural,,True,False,Closed,Brown / Black,"['USD', '0.00']"
Final Audio Design,A8000,In Ear,,False,False,Closed,Silver / Black,"['USD', '0.00']"
Final Audio Design,Adagio II,Earbud,,False,False,Closed,Blue,"['USD', '66.93']"
Final Audio Design,Adagio II,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Final Audio Design,Adagio II,Earbud,,False,False,Closed,Beige,"['USD', '0.00']"
Final Audio Design,Adagio III,Earbud,,False,False,Closed,Red / White,"['USD', '0.00']"
Final Audio Design,Adagio III,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Final Audio Design,Adagio V,Earbud,,False,False,Closed,Silver / Black,"['USD', '0.00']"
Final Audio Design,B1,In Ear,,False,False,Closed,Copper / Black,"['USD', '699.00']"
Final Audio Design,B2,In Ear,,False,False,Closed,Black,"['USD', '292.54']"
Final Audio Design,B3,In Ear,,False,False,Closed,Silver / Black,"['USD', '499.00']"
Final Audio Design,D8000,Circumaural,,False,False,Closed,Black / Silver,"['USD', '3799.00']"
Final Audio Design,E1000,Earbud,,False,False,Closed,Blue / Black,"['USD', '0.00']"
Final Audio Design,E1000,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Final Audio Design,E1000,Earbud,,False,False,Closed,Red / Black,"['USD', '0.00']"
Final Audio Design,E1000C,Earbud,,False,False,Closed,Blue / Black,"['USD', '34.99']"
Final Audio Design,E1000C,Earbud,,False,False,Closed,Red / Black,"['USD', '34.99']"
Final Audio Design,E1000C,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Final Audio Design,E2000,Earbud,,False,False,Closed,Silver / Black,"['USD', '71.43']"
Final Audio Design,E2000,Earbud,,False,False,Closed,Black,"['USD', '69.95']"
Final Audio Design,E2000C,Earbud,,False,False,Closed,Silver / Black,"['USD', '76.34']"
Final Audio Design,E2000C,Earbud,,False,False,Closed,Black,"['USD', '52.90']"
Final Audio Design,E3000,Earbud,,False,False,Closed,Silver / Black,"['USD', '81.75']"
Final Audio Design,E3000C,Earbud,,False,False,Closed,Silver / Black,"['USD', '81.92']"
Final Audio Design,E4000,Earbud,,False,False,Closed,Black,"['USD', '149.00']"
Final Audio Design,E5000,Earbud,,False,False,Closed,Silver / Black,"['USD', '253.50']"
Final Audio Design,F3100,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Final Audio Design,F4100,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Final Audio Design,F7200,Earbud,,False,False,Closed,Silver / Black,"['USD', '0.00']"
Final Audio Design,FI-BA-SS,Earbud,,False,False,Closed,Silver / Black,"['USD', '1152.91']"
Final Audio Design,FI-BA-SST,Earbud,,False,False,Closed,Silver / White,"['USD', '1249.00']"
Final Audio Design,Heaven II,Earbud,,False,False,Closed,Silver / Black,"['USD', '0.00']"
Final Audio Design,Heaven II,Earbud,,False,False,Closed,Silver / Blue,"['USD', '0.00']"
Final Audio Design,Heaven IV,Earbud,,False,False,Closed,Silver / White,"['USD', '0.00']"
Final Audio Design,Heaven IV,Earbud,,False,False,Closed,Silver / Black,"['USD', '0.00']"
Final Audio Design,Heaven IV,Earbud,,False,False,Closed,Silver / Purple,"['USD', '0.00']"
Final Audio Design,Heaven V,Earbud,,False,False,Closed,Silver / Black,"['USD', '0.00']"
Final Audio Design,Heaven V aging,Earbud,,False,False,Closed,Copper / Black,"['USD', '0.00']"
Final Audio Design,Heaven VI,Earbud,,False,False,Closed,Silver / Black,"['USD', '0.00']"
Final Audio Design,Heaven VI,Earbud,,False,False,Closed,Gold / Black,"['USD', '0.00']"
Final Audio Design,Heaven VII,Earbud,,False,False,Closed,Silver / Black,"['USD', '661.99']"
Final Audio Design,Heaven VII,Earbud,,False,False,Closed,Black,"['USD', '0.00']"
Final Audio Design,Heaven VIII,Earbud,,False,False,Closed,Gold / Black,"['USD', '763.07']"
Final Audio Design,Piano Forte II,Earbud,,False,False,Closed,Blue / Black,"['USD', '0.00']"
Final Audio Design,Piano Forte II,Earbud,,False,False,Closed,Brown / Beige,"['USD', '0.00']"
Final Audio Design,Piano Forte IX,In Ear,,False,False,Closed,Silver,"['USD', '1122.34']"
Final Audio Design,Piano Forte VIII,In Ear,,False,False,Closed,Gold,"['USD', '0.00']"
Final Audio Design,Piano Forte X,In Ear,,False,False,Closed,Silver,"['USD', '2520.04']"
Final Audio Design,Piano Forte X,In Ear,,False,False,Closed,Gold,"['USD', '0.00']"
Final Audio Design,SONOROUS II,Circumaural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Final Audio Design,SONOROUS III,Circumaural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Final Audio Design,SONOROUS IV,Circumaural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Final Audio Design,SONOROUS VI,Circumaural,,False,False,Closed,Black / Silver,"['USD', '699.00']"
Final Audio Design,SONOROUS VIII,Circumaural,,False,False,Closed,Gold / Black,"['USD', '0.00']"
Final Audio Design,SONOROUS X,Circumaural,,False,False,Closed,Gold / Silver,"['USD', '0.00']"
Fostex,T50RP,Circumaural,"{'min': 15.0, 'max': 35000.0, 'default': None}",False,False,Semi-open,Black,"['USD', '0.00']"
Fostex,TH-900,Circumaural,"{'min': 5.0, 'max': 45000.0, 'default': None}",False,False,Closed,Red / Black,"['USD', '0.00']"
Func,HS-260,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Func,HS-260,Circumaural,,True,False,Closed,Black / White,"['USD', '0.00']"
G.Skill,RIPJAWS SR910,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
G.Skill,RIPJAWS SV710,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '19.98']"
GAMDIAS,EROS,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
GAMDIAS,HEBE,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Red / Silver,"['USD', '0.00']"
GAMDIAS,HEPHAESTUS,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,White / Gray,"['USD', '0.00']"
GameMax,G200,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Gear Head,AU1200M,Supra-aural,,True,False,Closed,Black,"['USD', '24.95']"
Gear Head,AU2200BN,Supra-aural,"{'min': 50.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Gear Head,AU3700S,Supra-aural,,True,False,Closed,Black,"['USD', '61.85']"
Gear Head,BN2450NC,Supra-aural,"{'min': 20.0, 'max': 15000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Gear Head,BT9850M,Supra-aural,,True,True,Closed,Black / Silver,"['USD', '0.00']"
Gear Head,HQ4750BCM,Supra-aural,,False,False,Closed,Black / Gray,"['USD', '0.00']"
Gear Head,HQ4750BLU,Supra-aural,,False,False,Closed,Black / Blue,"['USD', '0.00']"
Gear Head,HQ4750GRN,Supra-aural,,False,False,Closed,Black / Green,"['USD', '0.00']"
Gear Head,HQ4750RED,Supra-aural,,False,False,Closed,Black / Red,"['USD', '0.00']"
Gear Head,HS2750S,Circumaural,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Gear Head,HS2750S,Supra-aural,,False,False,Closed,Black / Gray,"['USD', '0.00']"
Genius,31710043101,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Genius,31710188100,Circumaural,,False,True,Closed,White,"['USD', '0.00']"
Genius,31710188101,Circumaural,,False,True,Closed,Black,"['USD', '0.00']"
Genius,31710188102,Circumaural,,False,True,Closed,Pink,"['USD', '0.00']"
Genius,31710188103,Circumaural,,False,True,Closed,Blue,"['USD', '0.00']"
Genius,GHP-400S-Blue,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White / Blue,"['USD', '0.00']"
Genius,GHP-400S-Pink,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,White / Pink,"['USD', '0.00']"
Genius,HS-02B,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Genius,HS-905BT,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Black / Blue,"['USD', '0.00']"
Genius,Junceus HS-G650,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Blue,"['USD', '0.00']"
Genius,Lychas HS G550,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '98.88']"
Genius,Mordax HS G600,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Green,"['USD', '125.59']"
Gigabyte,FORCE H3X,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
Gigabyte,GP-FLY,Supra-aural,"{'min': 15.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '18.52']"
Gigabyte,GP-H11,In Ear,"{'min': 150.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
HP,OMEN 800,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Open,Black / Red,"['USD', '37.96']"
HP,OMEN Mindframe,Circumaural,,True,False,Closed,Black / Red,"['USD', '0.00']"
HP,OMEN Mindframe Prime,Circumaural,,True,False,Closed,Black / Red,"['USD', '99.00']"
Harman Kardon,HARKAR-BT,Circumaural,"{'min': 16.0, 'max': 20000.0, 'default': None}",False,True,Closed,Black,"['USD', '0.00']"
Harman Kardon,HARKARAE,In Ear,,False,False,Closed,Black / Silver,"['USD', '0.00']"
Harman Kardon,HARKARCL,Circumaural,"{'min': 16.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Harman Kardon,HARKARNC,Circumaural,"{'min': 16.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '229.99']"
Harman Kardon,HARKARNI,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '0.00']"
Harman Kardon,J22BLK,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Harman Kardon,J22IBLK,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / Red,"['USD', '0.00']"
Harman Kardon,J22WHT,In Ear,"{'min': 18.0, 'max': 20000.0, 'default': None}",False,False,Closed,White,"['USD', '29.99']"
Harman Kardon,J33BLK,In Ear,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Harman Kardon,J33IWHT,In Ear,"{'min': 10.0, 'max': 24000.0, 'default': None}",True,False,Closed,Black / White,"['USD', '69.98']"
Harman Kardon,J55BLK,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '89.99']"
Harman Kardon,J55IWHT,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Harman Kardon,J55IWOR,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,Orange / White,"['USD', '99.95']"
Harman Kardon,J55WHT,Supra-aural,"{'min': 10.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Harman Kardon,J88IBLK,Circumaural,"{'min': 8.0, 'max': 24000.0, 'default': None}",True,False,Closed,Black / Silver,"['USD', '94.99']"
Harman Kardon,J88IWHT,Circumaural,"{'min': 8.0, 'max': 24000.0, 'default': None}",True,False,Closed,White,"['USD', '129.99']"
Harman Kardon,J88IWOR,Circumaural,"{'min': 8.0, 'max': 24000.0, 'default': None}",True,False,Closed,Orange / White,"['USD', '129.99']"
Harman Kardon,J88WHT,Circumaural,"{'min': 8.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Harman Kardon,J88WOR,Circumaural,"{'min': 8.0, 'max': 24000.0, 'default': None}",False,False,Closed,Orange / White,"['USD', '129.99']"
Harman Kardon,JBLQSINBLK,In Ear,,True,False,Closed,Black / Red,"['USD', '0.00']"
Harman Kardon,JBLQSONBLK,Supra-aural,,True,False,Closed,Black / Red,"['USD', '0.00']"
Harman Kardon,JBLQSONWHT,Supra-aural,,True,False,Closed,White / Red,"['USD', '0.00']"
Harman Kardon,JBLRXONSUN,Supra-aural,,True,False,Closed,Multicolor,"['USD', '0.00']"
Harman Kardon,JBLRXONWHT,Supra-aural,,True,False,Closed,Black / White,"['USD', '0.00']"
Harman Kardon,TMG21W,In Ear,"{'min': 13.0, 'max': 22500.0, 'default': None}",False,False,Closed,Brown,"['USD', '0.00']"
Harman Kardon,TMG81W,Supra-aural,"{'min': 18.0, 'max': 24000.0, 'default': None}",False,False,Closed,White,"['USD', '0.00']"
Hercules,4780507,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Hercules,4780507,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
Hercules,4780514,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '0.00']"
Hercules,4780548,Circumaural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Hercules,DJ-Adv G501,Supra-aural,"{'min': 10.0, 'max': 25000.0, 'default': None}",False,False,Closed,Black / Green,"['USD', '129.99']"
Hercules,HDP DJ-Pro M1001,Circumaural,"{'min': 5.0, 'max': 30000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '132.59']"
HiFiMAN,Ananda-BT,Circumaural,"{'min': 8.0, 'max': 55000.0, 'default': None}",True,True,Open,Black / Silver,"['USD', '999.00']"
HiFiMAN,HE-400i,Circumaural,"{'min': 20.0, 'max': 35000.0, 'default': None}",False,False,Open,Black,"['USD', '184.71']"
HiFiMAN,HE300,Circumaural,"{'min': 15.0, 'max': 22000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '154.00']"
HiFiMAN,HE400,Circumaural,"{'min': 20.0, 'max': 35000.0, 'default': None}",False,False,Closed,Black / Blue,"['USD', '0.00']"
HiFiMAN,HE500,Circumaural,"{'min': 15.0, 'max': 50000.0, 'default': None}",False,False,Open,Black / Silver,"['USD', '0.00']"
HiFiMAN,HE6,Circumaural,"{'min': 8.0, 'max': 65000.0, 'default': None}",False,False,Closed,Black,"['USD', '0.00']"
HiFiMAN,RE400,In Ear,,False,False,Closed,Black / Silver,"['USD', '23.80']"
HiFiMAN,TWS600,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,True,Closed,Black,"['USD', '69.00']"
House of Marley,Buffalo Soldier,Supra-aural,,True,True,Closed,Beige / Black,"['USD', '0.00']"
Hunterspider,V1,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,True,Closed,Red / Black,"['USD', '0.00']"
I/O Magic,NE9782,Supra-aural,,False,False,Closed,Black,"['USD', '0.00']"
I/O Magic,NE9783,Earbud,,False,False,Closed,Black / Red,"['USD', '0.00']"
IOGEAR,GHG700,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black / White,"['USD', '0.00']"
IOGEAR,Kaliber Gaming NUKLEUS,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '29.93']"
Imation,61825,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Red / White,"['USD', '0.00']"
Imation,61865,In Ear,,False,False,Closed,Black,"['USD', '33.74']"
Imation,99154,In Ear,,False,False,Closed,Black,"['USD', '0.00']"
Imation,EB50,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '10.00']"
Imation,EB50-PNK,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Pink / White,"['USD', '14.75']"
Imation,MCB300,In Ear,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Blue / White,"['USD', '0.00']"
Imation,St550,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",False,False,Closed,Black / Silver,"['USD', '0.00']"
Ingram Micro,Jabra UC Voice 550 MS Duo,Supra-aural,,True,False,Closed,Black / Silver,"['USD', '0.00']"
Inland,6000,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Silver / Black,"['USD', '0.00']"
Inland,87070,Supra-aural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '0.00']"
JBL,Quantum 100,Circumaural,"{'min': 20.0, 'max': 20000.0, 'default': None}",True,False,Closed,Black,"['USD', '27.95']"
